calibration_index,source_index,premise,hypothesis,gold_label,original_nli_predicted_label,original_nli_gold_probability,original_entailment_probability,original_neutral_probability,original_contradiction_probability,original_matches_gold,verifier_model_revision
296,204391,A smiling man on a horse in front of brush and woods.,A man enjoys a day in the woods with his horse.,1,entailment,0.43807297945022583,0.5604321360588074,0.43807297945022583,0.001494843978434801,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
297,204719,The men are waving as they are standing in snow.,A group of men are enjoying a day at the pool.,2,contradiction,0.9994925260543823,0.00014106559683568776,0.00036643704515881836,0.9994925260543823,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
298,204800,Two women with stethoscopes and a man with a blue hairnet on working tedious over an unknown object or person.,Two women are running.,2,contradiction,0.9993088245391846,0.00011729342804756016,0.000573821656871587,0.9993088245391846,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
299,205153,The men standing on the edge of a torn down building.,The men are wearing safety gear.,1,neutral,0.9993688464164734,0.000365013926057145,0.9993688464164734,0.0002661221951711923,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
300,206106,There is a man with a red hat on his hand.,There is a sad man with a red hat on his hand.,1,neutral,0.9984846711158752,0.001224227948114276,0.9984846711158752,0.00029113548225723207,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
301,207276,This dish is very tasty and I enjoy this dish,There is food in the dish.,0,entailment,0.9787431359291077,0.9787431359291077,0.02048594132065773,0.0007708636694587767,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
302,207574,A man surfing on big waves with a watch on.,He is in a surfing tournament.,1,neutral,0.9989433884620667,0.0006025013863109052,0.9989433884620667,0.0004542045935522765,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
303,208906,People at a concert wave their hands in the air as they watch the singer and guitarist perform.,People enjoying music at a concert.,0,entailment,0.9828024506568909,0.9828024506568909,0.01667528599500656,0.0005223316256888211,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
304,209139,A kid is riding on a skateboard.,A kid is riding a skateboard,0,entailment,0.9976319074630737,0.9976319074630737,0.0019197918009012938,0.00044820556649938226,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
305,209684,"A man sits back on an elegant sofa, sticking his feet up on the coffee table.",The man is sitting down.,0,entailment,0.9918839931488037,0.9918839931488037,0.005139670800417662,0.0029763272032141685,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
306,209775,Eldery couple wearing hats looking at tickets on the street.,the people were on concrete,1,neutral,0.9433273077011108,0.03742947056889534,0.9433273077011108,0.019243204966187477,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
307,211350,Two women in military uniform are standing with other soldiers in formation.,Two women in military uniform are standing with others in formation,0,entailment,0.9833884239196777,0.9833884239196777,0.01512786652892828,0.0014837919734418392,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
308,211927,A boat floating on blue water.,The boat is about to be taken out on the water.,1,neutral,0.9778068661689758,0.0029285510536283255,0.9778068661689758,0.019264573231339455,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
309,213001,Two girls play in the shower with their clothes on.,Two girls have their clothes on in the shower.,0,entailment,0.9962660670280457,0.9962660670280457,0.0031402790918946266,0.0005937492824159563,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
310,213279,A large duck in flight over a rocky stream.,A duck is flying over water.,0,entailment,0.9973948001861572,0.9973948001861572,0.002152077853679657,0.00045310836867429316,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
311,213566,A little boy in a cowboy hat eating something.,The boy is eating his birthday cake with the other party guests.,1,neutral,0.9986898303031921,0.00024622827186249197,0.9986898303031921,0.0010640241671353579,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
312,214226,A man sitting on the back of a truck underneath an umbrella.,a mouse eating chees,2,contradiction,0.9993904829025269,0.00010321159788873047,0.000506349781062454,0.9993904829025269,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
313,214998,A runner is sliding into home while the cathcer covers the plate in a softball game.,A runner slides home for the winning run in a softball game.,1,neutral,0.9977096319198608,0.0013035848969593644,0.9977096319198608,0.0009868121705949306,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
314,215221,A waveboarder skims through the surf at sunset.,A person is in a waveboader competition.,1,neutral,0.9949972629547119,0.0023413831368088722,0.9949972629547119,0.002661271719262004,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
315,215707,A man with black hair sits in a restaurant with a glass of beer.,There is a man with a drink.,0,entailment,0.9966287016868591,0.9966287016868591,0.0027541229501366615,0.0006172449793666601,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
316,215759,White girl in a white dress and white bird-looking wings holding some blue ads.,A girl is wearing a yellow suit.,2,contradiction,0.9993879795074463,0.00010461205965839326,0.0005074376240372658,0.9993879795074463,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
317,215835,Soccer players in jerseys representing two teams mill around on a soccer field.,The soccer players are getting ready to play.,1,neutral,0.995371401309967,0.003957309294492006,0.995371401309967,0.0006711925962008536,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
318,215950,"A guy in a blue shirt, shorts and sandals is giving a speech with a microphone to some people sitting in the front row of an auditorium.",A man is giving his campaing speech.,1,neutral,0.950130820274353,0.037834953516721725,0.950130820274353,0.012034287676215172,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
319,216738,A woman is taking a man's blood pressure in a kitchen.,The woman is checking the man's health indoors.,0,entailment,0.9933400750160217,0.9933400750160217,0.006197649985551834,0.00046230628504417837,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
320,217803,Many people stand on an overpass looking over.,People are looking at something.,0,entailment,0.9786309003829956,0.9786309003829956,0.0203049685806036,0.0010640458203852177,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
321,218103,A teenage girl wearing a t-shirt and bathing suit bottom jumps into a body of water.,A girl jumps into water.,0,entailment,0.9985931515693665,0.9985931515693665,0.0011126302415505052,0.0002941234561149031,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
322,218557,A boy is flying in midair while snowboarding in a hilly and wooded area.,the boy is competing in a snowboard competition,1,neutral,0.9811787009239197,0.018383949995040894,0.9811787009239197,0.0004373880219645798,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
323,219803,"A young man is having his picture taken in front of a picture of an Asian sports team, while a child walks in a ball cap walks in front of the picture.",A young man gets his photo taken.,0,entailment,0.9969111084938049,0.9969111084938049,0.0017343586077913642,0.0013545691035687923,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
324,221452,A girl in a baseball uniform getting ready to throw the ball at a game.,The girl prepares to throw the ball.,0,entailment,0.9964659214019775,0.9964659214019775,0.0031011251267045736,0.0004329575167503208,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
325,221454,A girl wearing the number one LaFayette softball uniform is about to throw the ball.,Some woman are softball players.,1,entailment,0.020325278863310814,0.978686511516571,0.020325278863310814,0.0009882185840979218,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
326,223038,A boy in a blue life jacket jumps into the water.,There is a boy jumping into the water to play.,1,neutral,0.9921446442604065,0.0070776608772575855,0.9921446442604065,0.0007775947451591492,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
327,223113,Two men stand in front of a building.,two men stand,0,entailment,0.9944513440132141,0.9944513440132141,0.00479716993868351,0.0007514508906751871,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
328,224071,Three people are walking down the beach.,Three men riding their motorcycles.,2,contradiction,0.9996057152748108,7.127784920157865e-05,0.0003230750735383481,0.9996057152748108,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
329,224732,Shoppers look for Christmas gifts at Harrod's department store.,The shoppers are finding good deals.,1,neutral,0.9989604949951172,0.000705679995007813,0.9989604949951172,0.00033376223291270435,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
330,224812,Little girl holding a karate trophy.,A little girl is,2,entailment,0.0018691960722208023,0.9481759071350098,0.04995489865541458,0.0018691960722208023,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
331,226116,Two females walking down the street with shopping bags.,they just finished shopping,1,neutral,0.9838452339172363,0.0016291519859805703,0.9838452339172363,0.01452554203569889,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
332,226394,A black bird in the air with leaves in its mouth.,A black bird is making a nest.,1,neutral,0.9641255736351013,0.0036509300116449594,0.9641255736351013,0.03222344070672989,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
333,226504,Two people raise their arms on a snowy hill in the mountains.,the child was happy,1,neutral,0.9831127524375916,0.0036937533877789974,0.9831127524375916,0.013193508610129356,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
334,226575,Two men and a woman converse together at as EASTA meeting.,A woman is shouting a men in office.,2,contradiction,0.6095410585403442,0.0030208213720470667,0.3874380886554718,0.6095410585403442,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
335,226981,Two men are sitting by themselves in a cafe.,A cafe where two men sit alone.,0,entailment,0.9970670342445374,0.9970670342445374,0.002560818800702691,0.0003720957029145211,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
336,227619,Two young men are leaping exuberantly on an outdoor plaza.,The two men have just been stuck in concrete boots and are drowning in the Hudson River.,2,contradiction,0.9993534684181213,2.734691952355206e-05,0.0006191315478645265,0.9993534684181213,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
337,229906,A dark-skinned security officer smiles.,A security officer is angry and scowling.,2,contradiction,0.9996108412742615,7.60386828915216e-05,0.0003131869016215205,0.9996108412742615,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
338,230044,A man with a guitar and a woman with a microphone perform.,They are performing in a club,1,neutral,0.9994099140167236,0.0003221777733415365,0.9994099140167236,0.0002679949102457613,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
339,230599,"Two men are kayaking, one in front of the other.",The people are sitting on the beach.,2,contradiction,0.999735414981842,6.675333861494437e-05,0.0001978153013624251,0.999735414981842,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
340,231324,A smiling woman with dark hair is sitting at a table.,A woman sits at a table.,0,entailment,0.9983744621276855,0.9983744621276855,0.0012608255492523313,0.0003646689874585718,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
341,232434,"Male figure wearing black, and surfing on a surfboard.",Male in black mugs a lady on the street.,2,neutral,0.14099769294261932,0.0041398764587938786,0.8548624515533447,0.14099769294261932,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
342,232796,A guy and a girl having a conversation.,Two people talking.,0,entailment,0.997729480266571,0.997729480266571,0.001910919090732932,0.0003596796013880521,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
343,232922,A person standing outside is using an umbrella in the heavy rain.,Someone is outside.,0,entailment,0.998066246509552,0.998066246509552,0.0016642274567857385,0.00026951590552926064,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
344,233399,Man swiftly riding a horse.,The man is riding the horse in a race.,1,neutral,0.9986662864685059,0.0009701612289063632,0.9986662864685059,0.00036359106888994575,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
345,233423,A gentleman in jeans and a black sweatshirt is excitedly speaking on a cellphone.,A man talking with his wife on the phone.,1,neutral,0.9983159303665161,0.0007402414339594543,0.9983159303665161,0.000943798862863332,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
346,233782,A bunch of police officers are standing outside a bus.,The police officers are driving in a car.,2,contradiction,0.9995765089988708,8.659072773298249e-05,0.0003368899051565677,0.9995765089988708,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
347,233919,A man and a woman kissing while at a show.,A man is attracted to a woman.,0,neutral,0.4634733200073242,0.4634733200073242,0.5349635481834412,0.0015632105059921741,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
348,233997,Blond child in red shirt standing on a plastic wreathed Christmas sleigh.,Child wearing nothing at all standing on a sleigh.,2,contradiction,0.9994896650314331,0.00012007012992398813,0.0003903001779690385,0.9994896650314331,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
349,234990,The man in black shorts and a green shirt with the number 25 on the back is about to kick the soccer ball.,He is aiming at a goal.,1,neutral,0.9876989126205444,0.01170339249074459,0.9876989126205444,0.0005976285319775343,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
350,235554,The man in a red shirt just got a rebound in a basketball game.,The man in the red shirt is playing well,1,neutral,0.9517473578453064,0.04692293703556061,0.9517473578453064,0.0013296842807903886,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
351,236796,"Two dancers performing in the spotlight, on stage.",The dancers are performing in front of a large audience.,1,neutral,0.9989483952522278,0.000720146344974637,0.9989483952522278,0.00033148188958875835,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
352,237247,Two boys are standing in a kitchen.,Two boys are inside a house inside a kitchen wearing pink aprons.,1,neutral,0.9985515475273132,0.00098588562104851,0.9985515475273132,0.0004625644360203296,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
