source_index,original_source_index,candidate_id,gold_label,augmented_field,old_accepted,old_reasons,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,old_hard_cue_changes,v2_accepted,v2_reasons,decision_change,normalization_category,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward_entailment,semantic_backward_entailment,soft_cue_changes,change_ratio
225,148356,225:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""hard_cue_changed""]",RELIABLE_GOLD,contradiction,0.9984992742538452,0.9404593706130981,contradiction,0.9992294311523438,0.0007301568984985352,"[{""group"":""number"",""original"":{},""candidate"":{""one"":1},""field"":""hypothesis""}]",True,[],NEWLY_ACCEPTED,number normalization,A man in a red shirt is interacting with a woman holding a shopping bag.,A red-haired rides a go-cart.,A man in a red shirt is interacting with a woman holding a shopping bag.,There's a red one in a go-kart.,A red-haired rides a go-cart.,There's a red one in a go-kart.,0.9921894073486328,0.9404593706130981,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.4666666666666667
225,148356,225:premise:fra_Latn,contradiction,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9984992742538452,0.9952658414840698,contradiction,0.9984992742538452,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A man in a red shirt is interacting with a woman holding a shopping bag.,A red-haired rides a go-cart.,A man in a red shirt is interacting with a woman holding a shopping bag.,A red-haired rides a go-cart.,A man in a red shirt is interacting with a woman holding a shopping bag.,A man in a red shirt is interacting with a woman holding a shopping bag.,0.9952658414840698,0.9952658414840698,[],0.0
226,150141,226:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9988874793052673,0.997613787651062,contradiction,0.9988170862197876,-7.039308547973633e-05,[],True,[],KEEP_ACCEPTED,other cue,The woman in glasses is smiling with the ocean in the background,The woman is mad that her glasses are broken.,The woman in glasses is smiling with the ocean in the background,The woman is angry because her glasses are broken.,The woman is mad that her glasses are broken.,The woman is angry because her glasses are broken.,0.997613787651062,0.9981067180633545,[],0.1578947368421053
226,150141,226:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9988874793052673,0.9907252192497253,contradiction,0.9992445707321167,0.00035709142684936523,[],True,[],KEEP_ACCEPTED,other cue,The woman in glasses is smiling with the ocean in the background,The woman is mad that her glasses are broken.,The woman with the glasses smiles with the ocean in the background.,The woman is mad that her glasses are broken.,The woman in glasses is smiling with the ocean in the background,The woman with the glasses smiles with the ocean in the background.,0.9947448968887329,0.9907252192497253,"[{""group"":""space"",""original"":{""in"":2},""candidate"":{""in"":1},""field"":""premise""}]",0.1297709923664122
227,150619,227:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,neutral,0.9591143727302551,0.9958018660545349,neutral,0.9591143727302551,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A person in a yellow coat is carrying a bag of three oranges.,A man  in a yellow coat is carrying a bag of three oranges.,A person in a yellow coat is carrying a bag of three oranges.,A man in a yellow coat is carrying a bag of three oranges.,A man  in a yellow coat is carrying a bag of three oranges.,A man in a yellow coat is carrying a bag of three oranges.,0.9958018660545349,0.9958018660545349,[],0.0
227,150619,227:premise:fra_Latn,neutral,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,neutral,0.9591143727302551,0.9955030083656311,neutral,0.9591143727302551,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A person in a yellow coat is carrying a bag of three oranges.,A man  in a yellow coat is carrying a bag of three oranges.,A person in a yellow coat is carrying a bag of three oranges.,A man  in a yellow coat is carrying a bag of three oranges.,A person in a yellow coat is carrying a bag of three oranges.,A person in a yellow coat is carrying a bag of three oranges.,0.9955030083656311,0.9955030083656311,[],0.0
228,150697,228:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9997050166130066,0.9970937967300415,contradiction,0.9997153878211975,1.0371208190917969e-05,[],True,[],KEEP_ACCEPTED,other cue,a woman holding a small ball chasing after a small boy.,The woman is sleeping in bed.,a woman holding a small ball chasing after a small boy.,The woman is sleeping in the bed.,The woman is sleeping in bed.,The woman is sleeping in the bed.,0.9970937967300415,0.9980021119117737,[],0.06451612903225812
228,150697,228:premise:fra_Latn,contradiction,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.9997050166130066,0.00043722198461182415,contradiction,0.9996882677078247,-1.6748905181884766e-05,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,a woman holding a small ball chasing after a small boy.,The woman is sleeping in bed.,A woman holding a little bullet chasing a little boy.,The woman is sleeping in bed.,a woman holding a small ball chasing after a small boy.,A woman holding a little bullet chasing a little boy.,0.00043722198461182415,0.0009907509665936232,"[{""group"":""time"",""original"":{""after"":1},""candidate"":{},""field"":""premise""}]",0.31481481481481477
229,151152,229:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,contradiction,0.9992468357086182,0.36061519384384155,entailment,0.0011137762339785695,-0.9981330594746396,[],False,"[""semantic_drift"",""label_flip""]",KEEP_REJECTED,other cue,Several men sit with their green nets in fishing boats.,The men are standing in the boats.,Several men sit with their green nets in fishing boats.,The men are in the boats.,The men are standing in the boats.,The men are in the boats.,0.9934495091438293,0.36061519384384155,[],0.15254237288135597
229,151152,229:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9992468357086182,0.9935343265533447,contradiction,0.9992446899414062,-2.1457672119140625e-06,[],True,[],KEEP_ACCEPTED,other cue,Several men sit with their green nets in fishing boats.,The men are standing in the boats.,Several men are sitting with their green nets in fishing boats.,The men are standing in the boats.,Several men sit with their green nets in fishing boats.,Several men are sitting with their green nets in fishing boats.,0.9935343265533447,0.9958622455596924,[],0.06779661016949157
230,151395,230:hypothesis:fra_Latn,entailment,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,entailment,0.9976045489311218,0.00020436389604583383,entailment,0.9942637085914612,-0.0033408403396606445,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,Eight people are on an escalator going up or down.,Group of people taking an escalator.,Eight people are on an escalator going up or down.,A group of people taking a flight of stairs.,Group of people taking an escalator.,A group of people taking a flight of stairs.,0.4246918857097626,0.00020436389604583383,[],0.275
230,151395,230:premise:fra_Latn,entailment,premise,False,"[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,entailment,0.9976045489311218,0.002911139279603958,contradiction,0.0002003294648602605,-0.9974042194662616,[],False,"[""semantic_drift"",""label_flip""]",KEEP_REJECTED,other cue,Eight people are on an escalator going up or down.,Group of people taking an escalator.,Eight people are going up or down a staircase.,Group of people taking an escalator.,Eight people are on an escalator going up or down.,Eight people are going up or down a staircase.,0.06498146802186966,0.002911139279603958,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.29166666666666663
231,155127,231:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9953990578651428,0.9927642941474915,entailment,0.9951344132423401,-0.0002646446228027344,[],True,[],KEEP_ACCEPTED,other cue,A skateboarder riding up to a slope.,There is someone on the skateboard.,A skateboarder riding up to a slope.,There's someone on the skateboard.,There is someone on the skateboard.,There's someone on the skateboard.,0.9962097406387329,0.9927642941474915,[],0.04347826086956519
231,155127,231:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9953990578651428,0.9910622835159302,entailment,0.993672251701355,-0.0017268061637878418,[],True,[],KEEP_ACCEPTED,other cue,A skateboarder riding up to a slope.,There is someone on the skateboard.,A skateboarder who climbs a slope.,There is someone on the skateboard.,A skateboarder riding up to a slope.,A skateboarder who climbs a slope.,0.9950047135353088,0.9910622835159302,[],0.2857142857142857
232,158708,232:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9985030889511108,0.9691116213798523,entailment,0.9985203146934509,1.722574234008789e-05,[],True,[],KEEP_ACCEPTED,other cue,An elderly man in a leather jacket with a scarf is holding up a sign.,A man is holding up a sign.,An elderly man in a leather jacket with a scarf is holding up a sign.,There's a man holding a sign.,A man is holding up a sign.,There's a man holding a sign.,0.9980921149253845,0.9691116213798523,[],0.25
232,158708,232:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9985030889511108,0.984447717666626,entailment,0.9900574088096619,-0.008445680141448975,[],True,[],KEEP_ACCEPTED,other cue,An elderly man in a leather jacket with a scarf is holding up a sign.,A man is holding up a sign.,An old man in a leather jacket and a scarf holds a sign.,A man is holding up a sign.,An elderly man in a leather jacket with a scarf is holding up a sign.,An old man in a leather jacket and a scarf holds a sign.,0.9969950914382935,0.984447717666626,[],0.18400000000000005
233,159279,233:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""trivial_copy"",""label_flip""]",GOLD_DISAGREEMENT,neutral,0.003936246037483215,0.9939607381820679,neutral,0.004282986279577017,0.0003467402420938015,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,playing the guitar in front of the color purple.,some instruments can only be played with particular colours,playing the guitar in front of the color purple.,Some instruments can only be played with particular colors.,some instruments can only be played with particular colours,Some instruments can only be played with particular colors.,0.9939607381820679,0.9947417974472046,[],0.016949152542372836
233,159279,233:premise:fra_Latn,contradiction,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,neutral,0.003936246037483215,0.992249608039856,neutral,0.0038099258672446012,-0.00012632017023861408,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,playing the guitar in front of the color purple.,some instruments can only be played with particular colours,Playing guitar in front of the purple.,some instruments can only be played with particular colours,playing the guitar in front of the color purple.,Playing guitar in front of the purple.,0.994059681892395,0.992249608039856,[],0.11627906976744184
234,159758,234:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9987940788269043,0.9884023070335388,contradiction,0.9994252920150757,0.0006312131881713867,[],True,[],KEEP_ACCEPTED,other cue,A man in a white shirt black tie looks out of the elevator shaft of a parking garage.,A woman cries of happiness.,A man in a white shirt black tie looks out of the elevator shaft of a parking garage.,A woman crying for happiness.,A woman cries of happiness.,A woman crying for happiness.,0.9884023070335388,0.9927491545677185,[],0.1428571428571429
234,159758,234:premise:fra_Latn,contradiction,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.9987940788269043,0.004069552291184664,contradiction,0.9992305040359497,0.00043642520904541016,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A man in a white shirt black tie looks out of the elevator shaft of a parking garage.,A woman cries of happiness.,A man in a white shirt and a black tie looks into the elevator in a parking lot.,A woman cries of happiness.,A man in a white shirt black tie looks out of the elevator shaft of a parking garage.,A man in a white shirt and a black tie looks into the elevator in a parking lot.,0.029560361057519913,0.004069552291184664,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":2},""field"":""premise""}]",0.19999999999999996
235,160952,235:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9956961870193481,0.996954083442688,neutral,0.9808335304260254,-0.014862656593322754,[],True,[],KEEP_ACCEPTED,other cue,Hikers walking up red clay path.,Hikers follow a path to get to a waterfall.,Hikers walking up red clay path.,Hikers follow a path to a waterfall.,Hikers follow a path to get to a waterfall.,Hikers follow a path to a waterfall.,0.9979830980300903,0.996954083442688,[],0.08860759493670889
235,160952,235:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9956961870193481,0.9942143559455872,neutral,0.9976354837417603,0.0019392967224121094,[],True,[],KEEP_ACCEPTED,other cue,Hikers walking up red clay path.,Hikers follow a path to get to a waterfall.,Hikers walking on the red clay trail.,Hikers follow a path to get to a waterfall.,Hikers walking up red clay path.,Hikers walking on the red clay trail.,0.9942143559455872,0.9950893521308899,"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",0.21739130434782605
